24,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Indicator Hole Dia,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,Gasket thk,RF Thk,FF Bolt Len,RF Bolt Len
0+1/2,15,0.62,2,2.62,0.25,1.5,0.15,Optional Raised Face,0.5,0.625,0.19,0.1,0.09,PADDLE BLANK,PADDLE SPACER,0+1/2,14,2.5,3,0.13,0.06,3,3.25
0+3/4,20,0.82,2.5,3.25,0.25,1.5,0.15,Optional Raised Face,0.5,0.75,0.31,0.16,0.14,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3,3.5,0.13,0.06,3.5,3.75
1,25,1.05,2.75,3.5,0.25,1.5,0.15,Optional Raised Face,0.5,0.75,0.36,0.19,0.16,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3,3.5,0.13,0.06,3.5,3.75
1+1/4,32,1.66,3.12,3.88,0.25,1.5,0.15,Optional Raised Face,0.5,0.75,0.43,0.25,0.17,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.25,3.75,0.13,0.06,3.75,4
1+1/2,40,1.9,3.62,4.5,0.25,1.5,0.15,Optional Raised Face,0.5,0.875,0.58,0.34,0.24,PADDLE BLANK,PADDLE SPACER,0+3/4,20,3.5,4,0.13,0.06,4,4.25
2,50,2.38,4.25,5,0.38,2,0.19,Optional Raised Face,0.5,0.75,1.19,0.71,0.48,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.5,4,0.13,0.06,4.25,4.25
2+1/2,65,2.88,5,5.88,0.38,2,0.19,Optional Raised Face,0.5,0.875,1.64,0.98,0.65,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4,4.5,0.13,0.06,4.75,4.75
3,80,3.5,5.75,6.62,0.38,2.5,0.19,Optional Raised Face,0.5,0.875,2.11,1.29,0.81,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.25,4.75,0.13,0.06,5,5
3+1/2,90,4,6.38,7.25,0.5,2.5,0.27,Optional Raised Face,0.5,0.875,3.35,2.09,1.26,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.25,5,0.13,0.06,5,5.25
4,100,4.5,7,7.88,0.5,2.5,0.27,Optional Raised Face,0.5,0.875,4.01,2.52,1.49,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.5,5,0.13,0.06,5.25,5.5
5,130,5.56,8.38,9.25,0.62,3,0.31,Optional Raised Face,0.5,0.875,6.98,4.47,2.51,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.75,5.25,0.13,0.06,5.75,5.75
6,150,6.62,9.75,10.62,0.62,3,0.31,Optional Raised Face,0.5,0.875,9.34,6.06,3.28,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.75,5.5,0.13,0.06,5.75,5.75
8,200,8.62,12,13,0.88,3,0.67,Optional Raised Face,0.5,1,19.42,13.08,6.33,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5.5,6,0.13,0.06,6.75,6.75
10,250,10.75,14.12,15.25,1,4,0.78,Optional Raised Face,0.5,1.125,29.22,20.55,8.66,PADDLE BLANK,PADDLE SPACER,1,27,6.25,6.75,0.13,0.06,7.5,7.75
12,300,12.75,16.5,17.75,1.12,4,0.86,Optional Raised Face,0.5,1.25,43.9,31.31,12.58,PADDLE BLANK,PADDLE SPACER,1+1/8,30,6.75,7.25,0.13,0.06,8.25,8.25
14,350,14,19,20.25,1.25,4.25,0.94,Optional Raised Face,0.5,1.25,67.86,46.58,21.27,PADDLE BLANK,PADDLE SPACER,1+1/8,30,7,7.5,0.13,0.06,8.5,8.75
16,400,16,21.12,22.5,1.5,4.25,1.14,Optional Raised Face,0.5,1.375,98.04,68.74,29.3,PADDLE BLANK,PADDLE SPACER,1+1/4,33,7.5,8,0.13,0.06,9.25,9.5
18,450,18,23.38,24.75,1.62,4.5,1.22,Optional Raised Face,0.5,1.375,128.23,91.06,37.16,PADDLE BLANK,PADDLE SPACER,1+1/4,33,7.75,8.25,0.13,0.06,9.75,9.75
20,500,20,25.62,27,1.75,4.75,1.34,Optional Raised Face,0.5,1.375,164.75,118.43,46.31,PADDLE BLANK,PADDLE SPACER,1+1/4,33,8,8.75,0.13,0.06,10,10.25
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,24,30.38,32,2,5.5,1.53,Optional Raised Face,0.5,1.625,261.55,190.13,71.42,PADDLE BLANK,PADDLE SPACER,1+1/2,39,9,10,0.13,0.06,11.25,11.5
