24,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Note2,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,Gasket thk,RF Thk,FF Bolt Len,RF Bolt Len
0+1/2,15,0.62,2.62,3.5,0.38,1.5,0.19,Optional Raised Face,0.5,0.875,0.53,0.27,0.25,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.75,4.75,0.13,0.25,5.5,6
0+3/4,20,0.82,2.88,3.75,0.38,1.62,0.19,Optional Raised Face,0.5,0.875,0.62,0.32,0.29,PADDLE BLANK,PADDLE SPACER,0+3/4,20,5,5,0.13,0.25,5.75,6.25
1,25,1.05,3.25,4.25,0.38,2.5,0.19,Optional Raised Face,0.5,1,0.79,0.41,0.37,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5.5,5.5,0.13,0.25,6.25,6.75
1+1/4,32,1.38,4,5.12,0.5,2.5,0.27,Optional Raised Face,0.5,1.125,1.56,0.82,0.73,PADDLE BLANK,PADDLE SPACER,1,27,6,6,0.13,0.25,6.75,7.25
1+1/2,40,1.61,4.5,5.75,0.62,2.75,0.31,Optional Raised Face,0.5,1.25,2.39,1.28,1.11,PADDLE BLANK,PADDLE SPACER,1+1/8,30,6.75,6.75,0.13,0.25,7.75,8.25
2,50,2.07,5.62,6.75,0.62,2.75,0.31,Optional Raised Face,0.5,1.125,3.75,2.01,1.73,PADDLE BLANK,PADDLE SPACER,1,27,7,7,0.13,0.25,8,8.5
2+1/2,65,2.47,6.5,7.75,0.75,3,0.39,Optional Raised Face,0.5,1.25,6.05,3.26,2.78,PADDLE BLANK,PADDLE SPACER,1+1/8,30,7.75,8,0.13,0.25,8.75,9.25
3,80,3.07,7.62,9,0.88,3,0.47,Optional Raised Face,0.5,1.375,9.73,5.29,4.43,PADDLE BLANK,PADDLE SPACER,1+1/4,33,8.75,9,0.13,0.25,10,10.5
3+1/2,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,100,4.03,9.12,10.75,1.12,3.5,0.86,Optional Raised Face,0.5,1.625,17.34,9.59,7.74,PADDLE BLANK,PADDLE SPACER,1+1/2,39,10,10.75,0.13,0.25,11.5,12
5,130,5.05,10.88,12.75,1.38,3.5,1.06,Optional Raised Face,0.5,1.875,29.97,16.79,13.17,PADDLE BLANK,PADDLE SPACER,1+3/4,42,11.75,12.25,0.13,0.25,13.5,14
6,150,6.06,12.38,14.5,1.62,3.5,1.22,Optional Raised Face,0.5,2.125,44.77,25.44,19.32,PADDLE BLANK,PADDLE SPACER,2,52,13.5,14,0.13,0.25,15.5,16
8,200,7.81,15.12,17.25,2.12,4,1.61,Optional Raised Face,0.5,2.125,86.39,49.82,36.57,PADDLE BLANK,PADDLE SPACER,2,52,15,15.5,0.13,0.25,17.5,18
10,250,9.75,18.62,21.25,2.62,4.5,1.97,Optional Raised Face,0.5,2.625,161.18,93.43,67.74,PADDLE BLANK,PADDLE SPACER,2+1/2,64,19.25,20,0.13,0.25,22.25,22.75
12,300,11.37,21.5,24.38,3.12,4.5,2.36,Optional Raised Face,0.5,2.875,255.01,148.27,106.73,PADDLE BLANK,PADDLE SPACER,2+3/4,72,21.25,22,0.13,0.25,24.75,25.25
