22,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
NB,NB,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Indicator Hole Dia,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,dist betwn flgs,sb len
0+1/2,15,21,51,65,15.7,38,8,Optional Raised Face,12,15.875,0.46,0.25,0.21,PADDLE BLANK,PADDLE SPACER,0+1/2,14,65,75,3,95
0+3/4,20,27,64,80,19.1,45,10,Optional Raised Face,12,19.05,0.89,0.49,0.4,PADDLE BLANK,PADDLE SPACER,0+5/8,16,75,90,4,115
1,25,34,70,90,19.1,51,10,Optional Raised Face,12,19.05,1.03,0.58,0.44,PADDLE BLANK,PADDLE SPACER,0+5/8,16,75,90,4,115
1+1/4,32,42,79,100,22.4,51,12,Optional Raised Face,12,19.05,1.5,0.87,0.62,PADDLE BLANK,PADDLE SPACER,0+5/8,16,85,95,4,125
1+1/2,40,48,90,115,22.4,57,12,Optional Raised Face,12,22.225,1.95,1.13,0.81,PADDLE BLANK,PADDLE SPACER,0+3/4,20,90,100,4,130
2,50,61,108,125,25.4,57,13,Optional Raised Face,12,19.05,3.12,1.86,1.26,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,100,6,135
2+1/2,65,73,127,150,28.4,57,15,Optional Raised Face,12,22.225,4.8,2.87,1.92,PADDLE BLANK,PADDLE SPACER,0+3/4,20,100,115,6,150
3,80,89,146,170,28.4,57,15,Optional Raised Face,12,22.225,6.19,3.8,2.38,PADDLE BLANK,PADDLE SPACER,0+3/4,20,110,120,6,155
3+1/2,90,102,159,185,28.4,64,15,Optional Raised Face,12,22.225,7.16,4.5,2.65,PADDLE BLANK,PADDLE SPACER,0+3/4,20,110,125,6,160
4,100,114,175,200,31.8,64,16,Optional Raised Face,12,22.225,9.63,6.11,3.52,PADDLE BLANK,PADDLE SPACER,0+3/4,20,115,125,6,165
5,130,141,210,235,35.1,70,18,Optional Raised Face,12,22.225,15.05,9.72,5.33,PADDLE BLANK,PADDLE SPACER,0+3/4,20,120,135,6,180
6,150,168,241,270,35.1,83,18,Optional Raised Face,12,22.225,19.38,12.8,6.58,PADDLE BLANK,PADDLE SPACER,0+3/4,20,120,140,6,185
8,200,219,302,330,41.1,95,31,Optional Raised Face,12,25.4,34.7,23.54,11.16,PADDLE BLANK,PADDLE SPACER,0+7/8,24,140,150,6,200
10,250,273,356,385,44.5,102,34,Optional Raised Face,12,28.575,50,35.41,14.58,PADDLE BLANK,PADDLE SPACER,1,27,160,170,6,225
12,300,324,413,450,50.8,121,39,Optional Raised Face,12,31.75,75.34,54.41,20.92,PADDLE BLANK,PADDLE SPACER,1+1/8,30,170,185,6,245
14,350,356,457,515,53.8,127,41,Optional Raised Face,12,31.75,98.3,70.56,27.74,PADDLE BLANK,PADDLE SPACER,1+1/8,30,180,190,6,250
16,400,406,508,570,57.2,127,43,Optional Raised Face,12,34.925,126.18,92.7,33.48,PADDLE BLANK,PADDLE SPACER,1+1/4,33,190,205,6,270
18,450,457,575,630,60.5,127,46,Optional Raised Face,12,34.925,171.88,125.61,46.26,PADDLE BLANK,PADDLE SPACER,1+1/4,33,195,210,6,280
20,500,508,635,685,69.9,127,53,Optional Raised Face,12,34.925,240.72,177,63.72,PADDLE BLANK,PADDLE SPACER,1+1/4,33,205,220,6,300
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,610,749,810,79.2,152,60,Optional Raised Face,12,41.275,372.98,279.02,93.95,PADDLE BLANK,PADDLE SPACER,1+1/2,39,230,255,6,345
