24,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
NB,NB,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Note2,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,Gasket thk,rf thk,FF Bolt Len,RF Bolt Len
0+1/2,15,16,45,60,3,38,2,With Optional Raised Face,12,15.875,0.07,0.03,0.03,PADDLE BLANK,PADDLE SPACER,0+1/2,14,55,N/A,3.3,2,65,70
0+3/4,20,21,54,70,3,38,2,With Optional Raised Face,12,15.875,0.1,0.05,0.04,PADDLE BLANK,PADDLE SPACER,0+1/2,14,65,N/A,3.3,2,75,80
1,25,27,64,80,3,38,2,With Optional Raised Face,12,15.875,0.14,0.07,0.06,PADDLE BLANK,PADDLE SPACER,0+1/2,14,65,75,3.3,2,75,80
1+1/4,32,42,73,90,6.4,38,4,With Optional Raised Face,12,15.875,0.35,0.21,0.14,PADDLE BLANK,PADDLE SPACER,0+1/2,14,70,85,3.3,2,80,85
1+1/2,40,48,83,100,6.4,38,4,With Optional Raised Face,12,15.875,0.46,0.27,0.18,PADDLE BLANK,PADDLE SPACER,0+1/2,14,70,85,3.3,2,80,85
2,50,61,102,120,6.4,51,4,With Optional Raised Face,12,19.05,0.68,0.41,0.26,PADDLE BLANK,PADDLE SPACER,0+5/8,16,85,95,3.3,2,95,100
2+1/2,65,73,107,140,6.4,51,4,With Optional Raised Face,12,19.05,0.7,0.46,0.24,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,100,3.3,2,100,105
3,80,89,133,150,6.4,64,4,With Optional Raised Face,12,19.05,1.1,0.71,0.39,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,100,3.3,2,100,105
3+1/2,90,102,159,175,9.7,64,5,With Optional Raised Face,12,19.05,2.44,1.54,0.9,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,100,3.3,2,105,110
4,100,114,172,190,9.7,64,5,With Optional Raised Face,12,19.05,2.81,1.8,1.01,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,100,3.3,2,105,110
5,130,141,194,215,9.7,76,5,With Optional Raised Face,12,22.225,3.37,2.29,1.08,PADDLE BLANK,PADDLE SPACER,0+3/4,20,95,110,3.3,2,110,115
6,150,168,219,240,12.7,76,7,With Optional Raised Face,12,22.225,5.39,3.82,1.57,PADDLE BLANK,PADDLE SPACER,0+3/4,20,100,115,3.3,2,120,125
8,200,219,276,300,12.7,76,10,With Optional Raised Face,12,22.225,8.32,6.07,2.25,PADDLE BLANK,PADDLE SPACER,0+3/4,20,110,120,3.3,2,130,135
10,250,273,337,360,15.7,102,12,With Optional Raised Face,12,25.4,15.04,11.19,3.84,PADDLE BLANK,PADDLE SPACER,0+7/8,24,115,125,3.3,2,135,140
12,300,324,406,430,19.1,102,15,With Optional Raised Face,12,25.4,26.95,19.77,7.18,PADDLE BLANK,PADDLE SPACER,0+7/8,24,120,135,3.3,2,145,150
14,350,356,448,475,19.1,108,15,With Optional Raised Face,12,28.575,32.94,24.07,8.87,PADDLE BLANK,PADDLE SPACER,1,27,135,145,3.3,2,160,165
16,400,406,511,540,22.4,108,17,With Optional Raised Face,12,28.575,50.27,36.73,13.54,PADDLE BLANK,PADDLE SPACER,1,27,135,145,3.3,2,165,165
18,450,457,546,580,25.4,114,20,With Optional Raised Face,12,31.75,61.79,47.55,14.23,PADDLE BLANK,PADDLE SPACER,1+1/8,30,145,160,3.3,2,175,180
20,500,508,603,635,28.4,121,22,With Optional Raised Face,12,31.75,83.67,64.85,18.82,PADDLE BLANK,PADDLE SPACER,1+1/8,30,160,170,3.3,2,195,200
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,610,714,750,31.8,140,24,With Optional Raised Face,12,34.925,129.3,101.8,27.49,PADDLE BLANK,PADDLE SPACER,1+1/4,33,170,185,3.3,2,210,210
