22,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
NB,NB,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Note2,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,dist betwn flgs,sb len
0+1/2,15,21,61,80,22.4,38,12,Optional Raised Face,12,22.225,0.98,0.52,0.46,PADDLE BLANK,PADDLE SPACER,0+3/4,20,110,110,4,140
0+3/4,20,27,67,90,25.4,45,13,Optional Raised Face,12,22.225,1.31,0.71,0.59,PADDLE BLANK,PADDLE SPACER,0+3/4,20,115,115,4,145
1,25,34,71,100,25.4,54,13,Optional Raised Face,12,25.4,1.42,0.8,0.61,PADDLE BLANK,PADDLE SPACER,0+7/8,24,125,125,4,155
1+1/4,32,42,81,110,25.4,54,13,Optional Raised Face,12,25.4,1.81,1.04,0.76,PADDLE BLANK,PADDLE SPACER,0+7/8,24,125,125,4,155
1+1/2,40,48,92,125,28.4,57,15,Optional Raised Face,12,28.575,2.6,1.5,1.09,PADDLE BLANK,PADDLE SPACER,1,27,140,140,4,175
2,50,61,124,165,35.1,54,18,Optional Raised Face,12,25.4,5.95,3.38,2.56,PADDLE BLANK,PADDLE SPACER,0+7/8,24,145,145,3,185
2+1/2,65,73,137,190,38.1,57,20,Optional Raised Face,12,28.575,7.7,4.49,3.21,PADDLE BLANK,PADDLE SPACER,1,27,160,160,3,205
3,80,89,168,205,44.5,73,23,Optional Raised Face,12,31.75,13.56,7.88,5.67,PADDLE BLANK,PADDLE SPACER,1+1/8,30,180,180,3,230
3+1/2,90,N/A,N/A,N/A,N/A,N/A,N/A,Optional Raised Face,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,100,114,194,240,47.8,76,24,Optional Raised Face,12,34.925,18.69,11.29,7.39,PADDLE BLANK,PADDLE SPACER,1+1/4,33,195,195,3,250
5,130,141,229,290,53.8,76,27,Optional Raised Face,12,41.275,28.71,17.71,11,PADDLE BLANK,PADDLE SPACER,1+1/2,39,250,250,3,310
6,150,168,248,315,60.5,79,31,Optional Raised Face,12,38.1,36.01,23.36,12.64,PADDLE BLANK,PADDLE SPACER,1+3/8,36,260,265,3,330
8,200,219,318,395,73.2,86,55,Optional Raised Face,12,44.45,70.92,46.48,24.43,PADDLE BLANK,PADDLE SPACER,1+5/8,42,290,325,4,405
10,250,273,371,480,82.5,133,62,Optional Raised Face,12,50.8,104.01,71.31,32.69,PADDLE BLANK,PADDLE SPACER,1+7/8,48,335,345,4,435
12,300,324,438,570,101.6,133,77,Optional Raised Face,12,53.975,177.83,122.4,55.42,PADDLE BLANK,PADDLE SPACER,2,52,375,385,5,495
14,350,356,489,635,111.3,140,84,Optional Raised Face,12,60.325,245.69,167.13,78.55,PADDLE BLANK,PADDLE SPACER,2+1/4,56,405,425,6,545
16,400,406,546,705,124,146,94,Optional Raised Face,12,66.675,335.93,232.14,103.78,PADDLE BLANK,PADDLE SPACER,2+1/2,64,445,470,8,605
18,450,457,613,775,133,152,100,Optional Raised Face,12,73.025,453.27,313.85,139.41,PADDLE BLANK,PADDLE SPACER,2+3/4,72,495,525,8,670
20,500,508,673,830,142.7,165,108,Optional Raised Face,12,79.375,580.52,405.89,174.62,PADDLE BLANK,PADDLE SPACER,3,76,540,565,10,720
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,610,794,990,168.1,178,127,Optional Raised Face,12,92.075,938.24,665.53,272.71,PADDLE BLANK,PADDLE SPACER,3+1/2,90,615,650,11,830
