24,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
NB,NB,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Note2,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,Gasket thk,rf thk,FF Bolt Len,RF Bolt Len
0+1/2,15,16,60,80,6.4,38,4,With Optional Raised Face,12,22.225,0.27,0.14,0.13,PADDLE BLANK,PADDLE SPACER,0+3/4,20,110,110,3.3,7,120,135
0+3/4,20,21,67,90,6.4,41,4,With Optional Raised Face,12,22.225,0.34,0.18,0.16,PADDLE BLANK,PADDLE SPACER,0+3/4,20,115,115,3.3,7,125,140
1,25,27,76,100,6.4,57,4,With Optional Raised Face,12,25.4,0.43,0.23,0.2,PADDLE BLANK,PADDLE SPACER,0+7/8,24,125,125,3.3,7,135,150
1+1/4,32,37,86,110,9.7,57,5,With Optional Raised Face,12,25.4,0.81,0.45,0.36,PADDLE BLANK,PADDLE SPACER,0+7/8,24,125,125,3.3,7,140,155
1+1/2,40,43,95,125,9.7,67,5,With Optional Raised Face,12,28.575,0.98,0.54,0.43,PADDLE BLANK,PADDLE SPACER,1,27,140,140,3.3,7,155,170
2,50,55,140,165,12.7,57,7,With Optional Raised Face,12,25.4,2.88,1.56,1.32,PADDLE BLANK,PADDLE SPACER,0+7/8,24,145,145,3.3,7,165,180
2+1/2,65,67,162,190,12.7,67,7,With Optional Raised Face,12,28.575,3.82,2.09,1.73,PADDLE BLANK,PADDLE SPACER,1,27,160,160,3.3,7,180,195
3,80,83,165,190,15.7,67,8,With Optional Raised Face,12,25.4,4.68,2.68,2,PADDLE BLANK,PADDLE SPACER,0+7/8,24,145,145,3.3,7,165,180
3+1/2,90,N/A,N/A,N/A,N/A,N/A,N/A,With Optional Raised Face,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,100,108,203,235,19.1,76,10,With Optional Raised Face,12,31.75,8.48,4.94,3.54,PADDLE BLANK,PADDLE SPACER,1+1/8,30,170,170,3.3,7,195,210
5,130,135,244,280,22.4,86,12,With Optional Raised Face,12,34.925,14.18,8.37,5.81,PADDLE BLANK,PADDLE SPACER,1+1/4,33,190,190,3.3,7,220,230
6,150,162,286,320,25.4,86,13,With Optional Raised Face,12,31.75,21.9,13.04,8.86,PADDLE BLANK,PADDLE SPACER,1+1/8,30,190,195,3.3,7,220,235
8,200,212,356,395,35.1,95,27,With Optional Raised Face,12,38.1,45.96,27.93,18.02,PADDLE BLANK,PADDLE SPACER,1+3/8,36,220,220,3.3,7,260,275
10,250,265,432,470,41.1,105,31,With Optional Raised Face,12,38.1,78.21,48.16,30.04,PADDLE BLANK,PADDLE SPACER,1+3/8,36,235,235,3.3,7,280,295
12,300,315,495,535,47.8,105,36,With Optional Raised Face,12,38.1,117.31,73.55,43.76,PADDLE BLANK,PADDLE SPACER,1+3/8,36,255,255,3.3,7,310,325
14,350,346,518,560,53.8,114,41,With Optional Raised Face,12,41.275,140.86,90.65,50.2,PADDLE BLANK,PADDLE SPACER,1+1/2,39,275,280,3.3,7,335,350
16,400,397,572,615,60.5,124,46,With Optional Raised Face,12,44.45,188.73,124.31,64.42,PADDLE BLANK,PADDLE SPACER,1+5/8,42,285,290,3.3,7,350,365
18,450,448,635,685,66.5,133,50,With Optional Raised Face,12,50.8,252.97,168.39,84.57,PADDLE BLANK,PADDLE SPACER,1+7/8,48,325,335,3.3,7,395,410
20,500,497,696,750,73.2,133,55,With Optional Raised Face,12,53.975,331.81,222.68,109.13,PADDLE BLANK,PADDLE SPACER,2,52,350,360,3.3,7,430,445
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,597,835,900,88.9,152,67,With Optional Raised Face,12,66.675,579.52,389.25,190.27,PADDLE BLANK,PADDLE SPACER,2+1/2,64,440,455,3.3,7,535,550
