24,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Note2,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size,iso sb size,rf sb length,rtj sb len,Gasket thk,RF Thk,FF Bolt Len,RF Bolt Len
0+1/2,15,0.62,2,2.62,0.25,1.5,0.15,Optional Raised Face,0.5,0.625,0.19,0.1,0.09,PADDLE BLANK,PADDLE SPACER,0+1/2,14,3,3,0.13,0.25,3.5,4
0+3/4,20,0.82,2.5,3.25,0.25,1.5,0.15,Optional Raised Face,0.5,0.75,0.31,0.16,0.14,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.5,3.5,0.13,0.25,4,4.5
1,25,1.05,2.75,3.5,0.25,2.25,0.15,Optional Raised Face,0.5,0.75,0.36,0.19,0.16,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.5,3.5,0.13,0.25,4,4.5
1+1/4,32,1.44,3.12,3.88,0.38,2.25,0.19,Optional Raised Face,0.5,0.75,0.67,0.38,0.29,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.75,3.75,0.13,0.25,4.5,5
1+1/2,40,1.68,3.62,4.5,0.38,2.62,0.19,Optional Raised Face,0.5,0.875,0.91,0.51,0.4,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.25,4.25,0.13,0.25,5,5.5
2,50,2.16,4.25,5,0.38,2.25,0.19,Optional Raised Face,0.5,0.75,1.23,0.71,0.52,PADDLE BLANK,PADDLE SPACER,0+5/8,16,4.25,4.25,0.13,0.25,5,5.5
2+1/2,65,2.64,5,5.88,0.5,2.62,0.27,Optional Raised Face,0.5,0.875,2.21,1.28,0.92,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.75,4.75,0.13,0.25,5.5,6
3,80,3.26,5.75,6.62,0.5,2.62,0.27,Optional Raised Face,0.5,0.875,2.85,1.7,1.15,PADDLE BLANK,PADDLE SPACER,0+3/4,20,5,5,0.13,0.25,5.75,6.25
3+1/2,90,3.76,6.25,7.25,0.62,3,0.31,Optional Raised Face,0.5,1,4.07,2.49,1.58,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5.5,5.5,0.13,0.25,6.5,7
4,100,4.26,7.5,8.5,0.62,3,0.31,Optional Raised Face,0.5,1,6.04,3.59,2.44,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5.75,5.75,0.13,0.25,6.75,7.25
5,130,5.3,9.38,10.5,0.75,3.38,0.39,Optional Raised Face,0.5,1.125,11.4,6.79,4.6,PADDLE BLANK,PADDLE SPACER,1,27,6.5,6.5,0.13,0.25,7.5,8
6,150,6.36,10.38,11.5,0.88,3.38,0.47,Optional Raised Face,0.5,1.125,15.91,9.8,6.11,PADDLE BLANK,PADDLE SPACER,1,27,6.75,6.75,0.13,0.25,8,8.5
8,200,8.33,12.5,13.75,1.12,3.75,0.86,Optional Raised Face,0.5,1.25,28.05,18.03,10.01,PADDLE BLANK,PADDLE SPACER,1+1/8,30,7.5,7.75,0.13,0.25,9,9.5
10,250,10.42,15.62,17,1.38,4.12,1.06,Optional Raised Face,0.5,1.375,54,34.74,19.26,PADDLE BLANK,PADDLE SPACER,1+1/4,33,8.5,8.5,0.13,0.25,10.25,10.75
12,300,12.39,17.88,19.25,1.62,4.12,1.22,Optional Raised Face,0.5,1.375,80.78,53.2,27.58,PADDLE BLANK,PADDLE SPACER,1+1/4,33,8.75,8.75,0.13,0.25,10.75,11.25
14,350,13.62,19.25,20.75,1.75,4.5,1.34,Optional Raised Face,0.5,1.5,100.19,66.82,33.36,PADDLE BLANK,PADDLE SPACER,1+3/8,36,9.25,9.25,0.13,0.25,11.25,11.75
16,400,15.62,22.12,23.75,2,4.88,1.53,Optional Raised Face,0.5,1.625,151.24,100.76,50.48,PADDLE BLANK,PADDLE SPACER,1+1/2,39,10,10,0.13,0.25,12.25,12.75
18,450,17.62,24,25.75,2.12,5.25,1.61,Optional Raised Face,0.5,1.75,183.62,125.71,57.9,PADDLE BLANK,PADDLE SPACER,1+5/8,42,10.75,10.75,0.13,0.25,13.25,13.75
20,500,19.56,26.75,28.5,2.5,5.25,1.89,Optional Raised Face,0.5,1.75,269.2,183.85,85.35,PADDLE BLANK,PADDLE SPACER,1+5/8,42,11.25,11.5,0.13,0.25,14,14.5
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,23.5,31,33,2.88,6,2.16,Optional Raised Face,0.5,2,405.6,284.72,120.88,PADDLE BLANK,PADDLE SPACER,1+7/8,48,13,13.25,0.13,0.25,16.25,16.75
