24,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
NB,NB,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Note2,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,Gasket thk,rf thk,FF Bolt Len,RF Bolt Len
0+1/2,15,16,51,65,6.4,38,4,With Optional Raised Face,12,15.875,0.19,0.1,0.09,PADDLE BLANK,PADDLE SPACER,0+1/2,14,75,75,3.3,7,85,100
0+3/4,20,21,64,80,6.4,38,4,With Optional Raised Face,12,19.05,0.31,0.16,0.14,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,90,3.3,7,100,115
1,25,27,70,90,6.4,57,4,With Optional Raised Face,12,19.05,0.36,0.19,0.16,PADDLE BLANK,PADDLE SPACER,0+5/8,16,90,90,3.3,7,100,115
1+1/4,32,37,79,100,9.7,57,5,With Optional Raised Face,12,19.05,0.67,0.38,0.29,PADDLE BLANK,PADDLE SPACER,0+5/8,16,95,95,3.3,7,110,125
1+1/2,40,43,92,115,9.7,67,5,With Optional Raised Face,12,22.225,0.91,0.51,0.4,PADDLE BLANK,PADDLE SPACER,0+3/4,20,110,110,3.3,7,125,140
2,50,55,108,125,9.7,57,5,With Optional Raised Face,12,19.05,1.23,0.71,0.52,PADDLE BLANK,PADDLE SPACER,0+5/8,16,110,110,3.3,7,125,140
2+1/2,65,67,127,150,12.7,67,7,With Optional Raised Face,12,22.225,2.21,1.28,0.92,PADDLE BLANK,PADDLE SPACER,0+3/4,20,120,120,3.3,7,140,155
3,80,83,146,170,12.7,67,7,With Optional Raised Face,12,22.225,2.85,1.7,1.15,PADDLE BLANK,PADDLE SPACER,0+3/4,20,125,125,3.3,7,145,160
3+1/2,90,96,159,185,15.7,76,8,With Optional Raised Face,12,25.4,4.07,2.49,1.58,PADDLE BLANK,PADDLE SPACER,0+7/8,24,140,140,3.3,7,160,175
4,100,108,191,215,15.7,76,8,With Optional Raised Face,12,25.4,6.04,3.59,2.44,PADDLE BLANK,PADDLE SPACER,0+7/8,24,145,145,3.3,7,165,180
5,130,135,238,265,19.1,86,10,With Optional Raised Face,12,28.575,11.4,6.79,4.6,PADDLE BLANK,PADDLE SPACER,1,27,165,165,3.3,7,190,205
6,150,162,264,290,22.4,86,12,With Optional Raised Face,12,28.575,15.91,9.8,6.11,PADDLE BLANK,PADDLE SPACER,1,27,170,170,3.3,7,200,210
8,200,212,318,350,28.4,95,22,With Optional Raised Face,12,31.75,28.05,18.03,10.01,PADDLE BLANK,PADDLE SPACER,1+1/8,30,190,195,3.3,7,225,240
10,250,265,397,430,35.1,105,27,With Optional Raised Face,12,34.925,54,34.74,19.26,PADDLE BLANK,PADDLE SPACER,1+1/4,33,215,215,3.3,7,255,270
12,300,315,454,490,41.1,105,31,With Optional Raised Face,12,34.925,80.78,53.2,27.58,PADDLE BLANK,PADDLE SPACER,1+1/4,33,220,220,3.3,7,265,280
14,350,346,489,525,44.5,114,34,With Optional Raised Face,12,38.1,100.19,66.82,33.36,PADDLE BLANK,PADDLE SPACER,1+3/8,36,235,235,3.3,7,285,300
16,400,397,562,605,50.8,124,39,With Optional Raised Face,12,41.275,151.24,100.76,50.48,PADDLE BLANK,PADDLE SPACER,1+1/2,39,255,255,3.3,7,310,325
18,450,448,610,655,53.8,133,41,With Optional Raised Face,12,44.45,183.62,125.71,57.9,PADDLE BLANK,PADDLE SPACER,1+5/8,42,275,275,3.3,7,335,350
20,500,497,679,725,63.5,133,48,With Optional Raised Face,12,44.45,269.2,183.85,85.35,PADDLE BLANK,PADDLE SPACER,1+5/8,42,285,290,3.3,7,355,370
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,597,787,840,73.2,152,55,With Optional Raised Face,12,50.8,405.6,284.72,120.88,PADDLE BLANK,PADDLE SPACER,1+7/8,48,330,335,3.3,7,410,425
