24,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Note2,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,Gasket thk,RF Thk,FF Bolt Len,RF Bolt Len
0+1/2,15,0.62,2.38,3.25,0.25,1.5,0.15,Optional Raised Face,0.5,0.875,0.27,0.14,0.13,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.25,4.25,0.13,0.25,4.75,5.25
0+3/4,20,0.82,2.62,3.5,0.25,1.62,0.15,Optional Raised Face,0.5,0.875,0.34,0.18,0.16,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.5,4.5,0.13,0.25,5,5.5
1,25,1.05,3,4,0.25,2.25,0.15,Optional Raised Face,0.5,1,0.43,0.23,0.2,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5,5,0.13,0.25,5.5,6
1+1/4,32,1.44,3.38,4.38,0.38,2.25,0.19,Optional Raised Face,0.5,1,0.81,0.45,0.36,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5,5,0.13,0.25,5.75,6.25
1+1/2,40,1.68,3.75,4.88,0.38,2.62,0.19,Optional Raised Face,0.5,1.125,0.98,0.54,0.43,PADDLE BLANK,PADDLE SPACER,1,27,5.5,5.5,0.13,0.25,6.25,6.75
2,50,2.16,5.5,6.5,0.5,2.25,0.27,Optional Raised Face,0.5,1,2.88,1.56,1.32,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5.75,5.75,0.13,0.25,6.5,7
2+1/2,65,2.64,6.38,7.5,0.5,2.62,0.27,Optional Raised Face,0.5,1.125,3.82,2.09,1.73,PADDLE BLANK,PADDLE SPACER,1,27,6.25,6.25,0.13,0.25,7,7.5
3,80,3.26,6.5,7.5,0.62,2.62,0.31,Optional Raised Face,0.5,1,4.68,2.68,2,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5.75,5.75,0.13,0.25,6.75,7.25
3+1/2,90,N/A,N/A,N/A,N/A,N/A,N/A,Optional Raised Face,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,100,4.26,8,9.25,0.75,3,0.39,Optional Raised Face,0.5,1.25,8.48,4.94,3.54,PADDLE BLANK,PADDLE SPACER,1+1/8,30,6.75,6.75,0.13,0.25,7.75,8.25
5,130,5.3,9.62,11,0.88,3.38,0.47,Optional Raised Face,0.5,1.375,14.18,8.37,5.81,PADDLE BLANK,PADDLE SPACER,1+1/4,33,7.5,7.5,0.13,0.25,8.75,9.25
6,150,6.36,11.25,12.5,1,3.38,0.51,Optional Raised Face,0.5,1.25,21.9,13.04,8.86,PADDLE BLANK,PADDLE SPACER,1+1/8,30,7.5,7.75,0.13,0.25,8.75,9.25
8,200,8.33,14,15.5,1.38,3.75,1.06,Optional Raised Face,0.5,1.5,45.96,27.93,18.02,PADDLE BLANK,PADDLE SPACER,1+3/8,30,8.75,8.75,0.13,0.25,10.5,11
10,250,10.42,17,18.5,1.62,4.12,1.22,Optional Raised Face,0.5,1.5,78.21,48.16,30.04,PADDLE BLANK,PADDLE SPACER,1+3/8,36,9.25,9.25,0.13,0.25,11.25,11.75
12,300,12.39,19.5,21,1.88,4.12,1.41,Optional Raised Face,0.5,1.5,117.31,73.55,43.76,PADDLE BLANK,PADDLE SPACER,1+3/8,36,10,10,0.13,0.25,12.25,12.75
14,350,13.62,20.38,22,2.12,4.5,1.61,Optional Raised Face,0.5,1.625,140.86,90.65,50.2,PADDLE BLANK,PADDLE SPACER,1+1/2,36,10.75,11,0.13,0.25,13.25,13.75
16,400,15.62,22.5,24.25,2.38,4.88,1.81,Optional Raised Face,0.5,1.75,188.73,124.31,64.42,PADDLE BLANK,PADDLE SPACER,1+5/8,39,11.25,11.5,0.13,0.25,14,14.5
18,450,17.62,25,27,2.62,5.25,1.97,Optional Raised Face,0.5,2,252.97,168.39,84.57,PADDLE BLANK,PADDLE SPACER,1+7/8,48,12.75,13.25,0.13,0.25,15.75,16.25
20,500,19.56,27.38,29.5,2.88,5.25,2.16,Optional Raised Face,0.5,2.125,331.81,222.68,109.13,PADDLE BLANK,PADDLE SPACER,2,52,13.75,14.25,0.13,0.25,17,17.5
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,23.5,32.88,35.5,3.5,6,2.63,Optional Raised Face,0.5,2.625,579.52,389.25,190.27,PADDLE BLANK,PADDLE SPACER,2+1/2,68,17.25,18,0.13,0.25,21,21.5
