22,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Indicator Hole Dia,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,gap,sb len
0+1/2,15,0.84,2,2.62,0.62,1.5,0.31,Optional Raised Face,0.5,0.625,0.46,0.25,0.21,PADDLE BLANK,PADDLE SPACER,0+1/2,14,2.5,3,0.12,3.75
0+3/4,20,1.05,2.5,3.25,0.75,1.75,0.39,Optional Raised Face,0.5,0.75,0.89,0.49,0.4,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3,3.5,0.16,4.5
1,25,1.32,2.75,3.5,0.75,2,0.39,Optional Raised Face,0.5,0.75,1.03,0.58,0.44,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3,3.5,0.16,4.5
1+1/4,32,1.66,3.12,3.88,0.88,2,0.47,Optional Raised Face,0.5,0.75,1.5,0.87,0.62,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.25,3.75,0.16,5
1+1/2,40,1.9,3.56,4.5,0.88,2.25,0.47,Optional Raised Face,0.5,0.875,1.95,1.13,0.81,PADDLE BLANK,PADDLE SPACER,0+3/4,20,3.5,4,0.16,5.25
2,50,2.38,4.25,5,1,2.25,0.51,Optional Raised Face,0.5,0.75,3.12,1.86,1.26,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.5,4,0.22,5.25
2+1/2,65,2.88,5,5.88,1.12,2.25,0.59,Optional Raised Face,0.5,0.875,4.8,2.87,1.92,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4,4.5,0.22,6
3,80,3.5,5.75,6.62,1.12,2.25,0.59,Optional Raised Face,0.5,0.875,6.19,3.8,2.38,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.25,4.75,0.22,6.25
3+1/2,90,4,6.25,7.25,1.12,2.5,0.59,Optional Raised Face,0.5,0.875,7.16,4.5,2.65,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.25,5,0.22,6.5
4,100,4.5,6.88,7.88,1.25,2.5,0.63,Optional Raised Face,0.5,0.875,9.63,6.11,3.52,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.5,5,0.22,6.5
5,130,5.56,8.25,9.25,1.38,2.75,0.71,Optional Raised Face,0.5,0.875,15.05,9.72,5.33,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.75,5.25,0.22,7
6,150,6.62,9.5,10.62,1.38,3.25,0.71,Optional Raised Face,0.5,0.875,19.38,12.8,6.58,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.75,5.5,0.22,7.25
8,200,8.62,11.88,13,1.62,3.75,1.22,Optional Raised Face,0.5,1,34.7,23.54,11.16,PADDLE BLANK,PADDLE SPACER,0+7/8,24,5.5,6,0.22,8
10,250,10.75,14,15.25,1.75,4,1.34,Optional Raised Face,0.5,1.125,50,35.41,14.58,PADDLE BLANK,PADDLE SPACER,1,27,6.25,6.75,0.22,8.75
12,300,12.75,16.25,17.75,2,4.75,1.53,Optional Raised Face,0.5,1.25,75.34,54.41,20.92,PADDLE BLANK,PADDLE SPACER,1+1/8,30,6.75,7.25,0.22,9.5
14,350,14,18,20.25,2.12,5,1.61,Optional Raised Face,0.5,1.25,98.3,70.56,27.74,PADDLE BLANK,PADDLE SPACER,1+1/8,30,7,7.5,0.22,10
16,400,16,20,22.5,2.25,5,1.69,Optional Raised Face,0.5,1.375,126.18,92.7,33.48,PADDLE BLANK,PADDLE SPACER,1+1/4,33,7.5,8,0.22,10.5
18,450,18,22.62,24.75,2.38,5,1.81,Optional Raised Face,0.5,1.375,171.88,125.61,46.26,PADDLE BLANK,PADDLE SPACER,1+1/4,33,7.75,8.25,0.22,11
20,500,20,25,27,2.75,5,2.08,Optional Raised Face,0.5,1.375,240.72,177,63.72,PADDLE BLANK,PADDLE SPACER,1+1/4,33,8,8.75,0.22,11.75
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!
24,600,24,29.5,32,3.12,6,2.36,Optional Raised Face,0.5,1.625,372.98,279.02,93.95,PADDLE BLANK,PADDLE SPACER,1+1/2,39,9,10,0.25,13.5
