22,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,,ID,OD,CRS,THK,WEB WID,WebThk,Note1,Note2,Hole Dia,Kg,Blank kg,Spacer kg,PADDLE BLANK,PADDLE SPACER,bolt size unc,iso sb size,rf sb length,rtj sb len,dist between flgs,sb len
1,25,1.32,2.5,3.12,0.75,2,0.39,Optional Raised Face,0.5,0.625,0.84,0.49,0.35,PADDLE BLANK,PADDLE SPACER,0+1/2,14,2.5,3,0.16,4
1+1/4,32,1.66,2.88,3.5,0.75,2,0.39,Optional Raised Face,0.5,0.625,1.06,0.63,0.42,PADDLE BLANK,PADDLE SPACER,0+1/2,14,2.75,3.25,0.16,4.25
1+1/2,40,1.9,3.25,3.88,0.75,2.25,0.39,Optional Raised Face,0.5,0.625,1.37,0.82,0.54,PADDLE BLANK,PADDLE SPACER,0+1/2,14,2.75,3.25,0.16,4.25
2,50,2.38,4,4.75,0.75,2.25,0.39,Optional Raised Face,0.5,0.75,2.04,1.24,0.8,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.25,3.75,0.16,4.75
2+1/2,65,2.88,4.75,5.5,0.88,2.25,0.47,Optional Raised Face,0.5,0.75,3.36,2.05,1.3,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.5,4,0.16,5.25
3,80,3.5,5.25,6,0.88,2.25,0.47,Optional Raised Face,0.5,0.75,3.86,2.48,1.37,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.5,4,0.16,5.25
3+1/2,90,4,6.06,7,0.88,2.5,0.47,Optional Raised Face,0.5,0.75,5.2,3.33,1.87,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.5,4,0.16,5.25
4,100,4.5,6.75,7.5,0.88,2.5,0.47,Optional Raised Face,0.5,0.75,6.49,4.16,2.33,PADDLE BLANK,PADDLE SPACER,0+5/8,16,3.5,4,0.16,5.25
5,130,5.56,7.62,8.5,1,2.75,0.51,Optional Raised Face,0.5,0.875,8.83,6,2.83,PADDLE BLANK,PADDLE SPACER,0+3/4,20,3.75,4.25,0.16,5.5
6,150,6.62,8.62,9.5,1,3.25,0.51,Optional Raised Face,0.5,0.875,10.79,7.65,3.14,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4,4.5,0.16,5.75
8,200,8.62,10.75,11.75,1.12,3.75,0.86,Optional Raised Face,0.5,0.875,18.03,13.29,4.73,PADDLE BLANK,PADDLE SPACER,0+3/4,20,4.25,4.75,0.16,6.25
10,250,10.75,13,14.25,1.25,4,0.94,Optional Raised Face,0.5,1,28.61,21.74,6.86,PADDLE BLANK,PADDLE SPACER,0+7/8,24,4.5,5,0.16,6.5
12,300,12.75,16,17,1.38,4.75,1.06,Optional Raised Face,0.5,1,49.52,36.33,13.19,PADDLE BLANK,PADDLE SPACER,0+7/8,24,4.75,5.25,0.16,7
14,350,14,16.75,18.75,1.38,5,1.06,Optional Raised Face,0.5,1.125,52.06,40,12.06,PADDLE BLANK,PADDLE SPACER,1,27,5.25,5.75,0.12,7.5
16,400,16,19,21.25,1.5,5,1.14,Optional Raised Face,0.5,1.125,72.19,55.81,16.37,PADDLE BLANK,PADDLE SPACER,1,27,5.25,5.75,0.12,7.5
18,450,18,21.5,22.75,1.62,5,1.22,Optional Raised Face,0.5,1.25,99.98,76.94,23.04,PADDLE BLANK,PADDLE SPACER,1+1/8,30,5.75,6.25,0.12,8
20,500,20,23.5,25,1.62,5,1.22,Optional Raised Face,0.5,1.25,117.37,91.99,25.38,PADDLE BLANK,PADDLE SPACER,1+1/8,30,6.25,6.75,0.12,8.5
22,550,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,600,24,28,29.5,1.88,6,1.41,Optional Raised Face,0.5,1.375,191.8,151.74,40.05,PADDLE BLANK,PADDLE SPACER,1+1/4,33,6.75,7.25,0.12,9.5
