5,2,3,4,5
nb,nb,od,Len RF,Len RTJ
0+1/4,8,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A
0+1/2,15,5.25,3.13,3.13
0+3/4,20,5.5,3.37,3.37
1,25,6.25,3.75,3.75
1+1/4,32,7.25,4,4.062
1+1/2,40,8,4.63,4.692
2,50,9.25,5.25,5.312
2+1/2,65,10.5,5.87,5.995
3,80,12,6.87,6.995
3+1/2,90,N/A,N/A,N/A
4,100,14,7.75,7.938
5,130,16.5,9.25,9.5
6,150,19,11,11.25
8,200,21.75,12.75,13.062
10,250,26.5,16.75,17.188
12,300,30,18.5,18.938
