28,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
nb,nb,id 150,landing id 150#,landing od 150#,od 150#,id 300,landing id 300#,landing od 300#,od 300#,id 400,landing id 400#,landing od 400#,od 400#,id 600,landing id 600#,landing od 600#,od 600#,id 900,landing id 900#,landing od 900#,od 900#,150#wtkg,300#wtkg,400#wtkg,600#wtkg,900#wtkg,thk
26,26,654.1,673.1,698.5,725.4,654.1,673.1,711.2,771.7,654.1,666.8,698.5,746.3,644.7,663.7,714.5,765.3,666.8,692.2,749.3,838.2,0.897,1.741,1.373,1.778,2.737,3.3
28,28,704.9,723.9,749.3,776.2,704.9,723.9,762,825.5,701.8,714.5,749.3,800.1,685.8,704.9,755.7,819.2,717.6,743,800.1,901.7,0.962,1.928,1.534,2.133,3.197,3.3
30,30,755.7,774.7,800.1,827,755.7,774.7,812.8,886,752.6,765.3,806.5,857.3,752.6,778,828.8,879.6,781.1,806.5,857.3,958.9,1.028,2.26,1.77,2.062,3.295,3.3
32,32,806.5,825.5,850.9,881.1,806.5,825.5,863.6,939.8,800.1,812.8,860.6,911.4,793.8,831.9,882.7,933.5,838.2,863.6,914.4,1016,1.161,3.749,1.951,2.196,3.508,3.3
34,34,857.3,876.3,908.1,935,857.3,876.3,914.4,993.9,850.9,866.9,911.4,962.2,850.9,889,939.8,997,895.4,920.8,971.6,1073.2,1.303,2.69,2.066,2.493,3.721,3.3
36,36,908.1,927.1,958.9,987.6,908.1,927.1,965.2,1047.8,898.7,917.7,965.2,1022.4,901.7,939.8,990.6,1047.8,920.8,946.2,997,1124,1.414,2.918,2.418,2.627,4.507,3.3
38,38,958.9,974.9,1009.7,1044.7,971.6,1009.7,1047.8,1098.6,952.5,971.6,1022.4,1073.2,952.5,990.6,1041.4,1104.9,1009.7,1035.1,1085.9,1200.2,1.727,2.295,2.544,2.933,4.519,3.3
40,40,1009.7,1022.4,1063.8,1095.5,1022.4,1060.5,1098.6,1149.4,1000.3,1025.7,1076.5,1127.3,1009.7,1047.8,1098.6,1155.7,1060.5,1098.6,1149.4,1251,1.894,2.406,2.678,2.913,4.385,3.3
42,42,1060.5,1079.5,1114.6,1146.3,1085.9,1111.3,1149.4,1200.2,1051.1,1076.5,1127.3,1178.1,1066.8,1104.9,1155.7,1219.2,1111.3,1149.4,1200.2,1301.8,1.817,3.368,2.805,3.253,4.574,3.3
44,44,1111.3,1124,1165.4,1197.1,1124,1162.1,1200.2,1251,1104.9,1130.3,1181.1,1231.9,1111.3,1162.1,1212.9,1270,1155.7,1206.5,1257.3,1368.6,2.076,2.627,2.939,3.215,5.106,3.3
46,46,1162.1,1181.1,1224,1255.8,1178.1,1216.2,1254.3,1317.8,1168.4,1193.8,1244.6,1289.1,1162.1,1212.9,1263.7,1327.2,1219.2,1270,1320.8,1435.1,2.227,3.152,2.896,3.555,5.469,3.3
48,48,1212.9,1231.9,1270,1306.6,1231.9,1263.7,1311.4,1368.6,1206.5,1244.6,1295.4,1346.2,1219.2,1270,1320.8,1390.7,1270,1320.8,1371.6,1485.9,2.319,4.347,3.223,-0.435,5.675,3.3
50,50,1263.7,1282.7,1325.6,1357.4,1267,1317.8,1355.9,1419.4,1257.3,1295.4,1346.2,1403.4,1270,1320.8,1371.6,1447.8,N/A,N/A,N/A,N/A,2.412,3.405,3.568,4.306,N/A,3.3
52,52,1314.5,1333.5,1376.4,1408.2,1317.8,1368.6,1406.7,1470.2,1308.1,1346.2,1397,1454.2,1320.8,1371.6,1422.4,1498.6,N/A,N/A,N/A,N/A,2.505,3.532,3.702,4.464,N/A,3.3
54,54,1365.3,1384.3,1422.4,1463.8,1365.3,1403.4,1454.2,1530.4,1352.6,1403.4,1454.2,1517.7,1378,1428.8,1479.6,1555.8,N/A,N/A,N/A,N/A,2.768,5.213,4.089,4.642,N/A,3.3
56,56,1422.4,1444.8,1478,1514.6,1428.8,1479.6,1524,1593.9,1403.4,1454.2,1505,1568.5,1428.8,1479.6,1530.4,1612.9,N/A,N/A,N/A,N/A,2.867,4.273,4.231,5.05,N/A,3.3
58,58,1478,1500.1,1528.8,1579.6,1484.4,1535.2,1573.3,1655.8,1454.2,1505,1555.8,1619.3,1473.2,1536.7,1587.5,1663.7,N/A,N/A,N/A,N/A,3.516,-1.123,-0.721,-30.862,N/A,3.3
60,60,1535.2,1557.3,1586,1630.4,1557.3,1589,1630.4,1706.6,1517.7,1568.5,1619.3,1682.8,1530.4,1593.9,1644.7,1733.6,N/A,N/A,N/A,N/A,3.633,6.746,4.551,5.692,N/A,3.3
