28,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
nb,nb,id 150,landing id 150#,landing od 150#,od 150#,id 300,landing id 300#,landing od 300#,od 300#,id 400,landing id 400#,landing od 400#,od 400#,id 600,landing id 600#,landing od 600#,od 600#,id 900,landing id 900#,landing od 900#,od 900#,150#wtkg,300#wtkg,400#wtkg,600#wtkg,900#wtkg,thk
26,26,654.1,673.1,704.9,774.7,654.1,685.8,736.6,835.2,660.4,685.8,736.6,831.9,647.7,685.8,736.6,866.9,660.4,685.8,736.6,882.7,1.801,2.779,2.714,3.441,3.781,3.3
28,28,704.9,723.9,755.7,831.9,704.9,736.6,787.4,898.7,711.2,736.6,787.4,892.3,698.5,736.6,787.4,914.4,711.2,736.6,787.4,946.2,2.057,3.242,3.103,3.595,4.318,3.3
30,30,755.7,774.7,806.5,882.7,755.7,793.8,844.6,952.5,755.7,793.8,844.6,946.2,755.7,793.8,844.6,971.6,768.4,793.8,844.6,1009.7,2.191,3.395,3.247,3.844,4.768,3.3
32,32,806.5,825.5,860.6,939.8,806.5,850.9,901.7,1006.6,812.8,850.9,901.7,1003.3,812.8,850.9,901.7,1022.4,812.8,850.9,901.7,1073.2,2.471,3.539,3.46,3.933,5.237,3.3
34,34,857.3,876.3,911.4,990.6,857.3,901.7,952.5,1057.4,863.6,901.7,952.5,1054.1,863.6,901.7,952.5,1073.2,863.6,901.7,952.5,1136.7,2.613,3.732,3.65,4.146,5.865,3.3
36,36,908.1,927.1,968.5,1047.8,908.1,955.8,1006.6,1117.6,917.7,955.8,1006.6,1117.6,917.7,955.8,1006.6,1130.3,920.8,958.9,1009.7,1200.2,2.918,4.111,4.111,4.461,6.38,3.3
38,38,958.9,977.9,1019.3,1111.3,952.5,977.9,1016,1054.1,952.5,971.6,1022.4,1073.2,952.5,990.6,1041.4,1104.9,1009.7,1035.1,1085.9,1200.2,3.412,1.896,2.544,2.933,4.519,3.3
40,40,1009.7,1028.7,1070.1,1162.1,1003.3,1022.4,1070.1,1114.6,1000.3,1025.7,1076.5,1127.3,1009.7,1047.8,1098.6,1155.7,1060.5,1098.6,1149.4,1251,3.578,2.409,2.678,2.913,4.385,3.3
42,42,1060.5,1079.5,1124,1219.2,1054.1,1073.2,1120.9,1165.4,1051.1,1076.5,1127.3,1178.1,1066.8,1104.9,1155.7,1219.2,1111.3,1149.4,1200.2,1301.8,3.933,2.524,2.805,3.253,4.574,3.3
44,44,1111.3,1130.3,1178.1,1276.4,1104.9,1130.3,1181.1,1219.2,1104.9,1130.3,1181.1,1231.9,1111.3,1162.1,1212.9,1270,1155.7,1206.5,1257.3,1368.6,4.304,2.558,2.939,3.192,5.106,3.3
46,46,1162.1,1181.1,1228.9,1327.2,1152.7,1178.1,1228.9,1273.3,1168.4,1193.8,1244.6,1289.1,1162.1,1212.9,1263.7,1327.2,1219.2,1270,1320.8,1435.1,4.486,2.859,2.896,3.342,5.469,3.3
48,48,1212.9,1231.9,1279.7,1384.3,1209.8,1235.2,1286,1324.1,1206.5,1244.6,1295.4,1346.2,1219.2,1270,1320.8,1390.7,1270,1320.8,1371.6,1485.9,4.883,2.786,3.223,3.931,5.675,3.3
50,50,1263.7,1282.7,1333.5,1435.1,1244.6,1295.4,1346.2,1378,1257.3,1295.4,1346.2,1403.4,1270,1320.8,1371.6,1447.8,,N/A,N/A,N/A,5.072,2.703,3.568,4.306,N/A,3.3
52,52,1314.5,1333.5,1384.3,1492.3,1320.8,1346.2,1397,1428.8,1308.1,1346.2,1397,1454.2,1320.8,1371.6,1422.4,1498.6,,N/A,N/A,N/A,5.493,2.805,3.702,4.464,N/A,3.3
54,54,1358.9,1384.3,1435.1,1549.4,1352.6,1403.4,1454.2,1492.3,1352.6,1403.4,1454.2,1517.7,1378,1428.8,1479.6,1555.8,,N/A,N/A,N/A,5.931,3.152,4.089,4.642,N/A,3.3
56,56,1409.7,1435.1,1485.9,1606.6,1403.4,1454.2,1505,1543.1,1403.4,1454.2,1505,1568.5,1428.8,1479.6,1530.4,1612.9,,N/A,N/A,N/A,6.386,3.263,4.231,5.05,N/A,3.3
58,58,1460.5,1485.9,1536.7,1663.7,1447.8,1511.3,1562.1,1593.9,1454.2,1505,1555.8,1619.3,1473.2,1536.7,1587.5,1663.7,,N/A,N/A,N/A,6.858,3.139,4.373,4.977,N/A,3.3
60,60,1511.3,1536.7,1587.5,1714.5,1524,1562.1,1612.9,1644.7,1517.7,1568.5,1619.3,1682.8,1530.4,1593.9,1644.7,1733.6,,N/A,N/A,N/A,7.079,3.242,4.551,5.692,N/A,3.3
