49,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
nb,nb,od,thickness,hub-x,hub-a,thd thk,lapped thk,wn thk,lapped id,rf dia,rf height,rtj rf dia,rtj rf height,ring no,dist betwn flgs,socket depth,nb,pcd,no of bolts,bolt size unc,c bolt length,rf sb length,rtj sb len,hole size,iso sb size,wn kg,so kg,bld kg,spa,nb,so bore,hub rad,lapped rad,bld thk,rtj dia,rtj depth,rtj width,rtj root rad,bolts wt rf,bolts wt rtj,long neck id,long neck od,ID,wallthk,holes,dia,37.5*,23*
26,650,870,66.7,676,660.4,85.725,0,119,0,749,2,N/A,N/A,N/A,N/A,N/A,26,806.4,24,1+1/4,,220,,1+3/8,33,136,106,318,600,26,666.75,6.35,0,66.7,0,0,0,0,47.25540502,21.66569856,,0,641.4,9.5,holes,dia,37.5*,23*
28,700,925,69.9,727,711.2,61.9125,0,124,0,800,2,N/A,N/A,N/A,N/A,N/A,28,863.6,28,1+1/4,,230,,1+3/8,33,156,126,377,711,28,717.55,6.35,0,69.9,0,0,0,0,56.33,25.27664832,,0,692.2,9.5,holes,dia,37.5*,23*
30,750,985,73.1,781,762,88.9,0,135,0,857,2,N/A,N/A,N/A,N/A,N/A,30,914.4,28,1+1/4,,235,,1+3/8,33,181,140,445,762,30,768.35,6.35,0,73.1,0,0,0,0,57.93,25.27664832,,0,743,9.5,holes,dia,37.5*,23*
32,800,1060,79.4,832,812.8,92.075,0,143,0,914,2,N/A,N/A,N/A,N/A,N/A,32,977.9,28,1+1/2,,265,,1+5/8,39,229,168,561,813,32,819.15,7.9375,0,79.4,0,0,0,0,95.81,41.72261184,,0,793.8,9.5,holes,dia,37.5*,23*
34,850,1110,81,883,863.6,93.6625,0,148,0,965,2,N/A,N/A,N/A,N/A,N/A,34,1028.7,32,1+1/2,,265,,1+5/8,39,244,179,627,854,34,869.95,7.9375,0,81,0,0,0,0,110.84,47.68298496,,0,844.6,9.5,holes,dia,37.5*,23*
36,900,1170,88.9,933,914.4,95.25,0,156,0,1022,2,N/A,N/A,N/A,N/A,N/A,36,1085.8,32,1+1/2,,280,,1+5/8,39,290,205,760,914,36,920.75,7.9375,0,88.9,0,0,0,0,114.87,47.68298496,,0,895.4,9.5,holes,dia,37.5*,23*
38,950,1240,85.8,991,965.2,95.25,0,156,0,1073,2,N/A,N/A,N/A,N/A,N/A,38,1149.4,32,1+1/2,,280,,1+5/8,39,326,230,825,,38,971.55,9.525,0,85.8,0,0,0,0,113.53,,,0,946.2,9.5,holes,dia,37.5*,23*
40,1000,1290,88.9,1041,1016,98.425,0,162,0,1124,2,N/A,N/A,N/A,N/A,N/A,40,1200.2,36,1+1/2,,280,,1+5/8,39,351,270,925,1016,40,1022.35,9.525,0,88.9,0,0,0,0,129.23,,,0,997,9.5,holes,dia,37.5*,23*
42,1050,1345,95.3,1092,1066.8,101.6,0,170,0,1194,2,N/A,N/A,N/A,N/A,N/A,42,1257.3,36,1+1/2,,290,,1+5/8,39,403,310,1080,1067,42,1073.15,9.525,0,95.3,0,0,0,0,133.73,,,0,1047.8,9.5,holes,dia,37.5*,23*
44,1100,1405,100.1,1143,1117.6,101.6,0,176,0,1245,2,N/A,N/A,N/A,N/A,N/A,44,1314.4,40,1+1/2,,305,,1+5/8,39,449,340,1232,,44,1123.95,11.1125,0,100.1,0,0,0,0,150.28,,,0,1098.6,9.5,holes,dia,37.5*,23*
46,1150,1455,101.6,1197,1168.4,103.1875,0,184,0,1295,2,N/A,N/A,N/A,N/A,N/A,46,1365.2,40,1+1/2,,305,,1+5/8,39,480,375,1343,,46,1174.75,11.1125,0,101.6,0,0,0,0,151.95,,,0,1149.4,9.5,holes,dia,37.5*,23*
48,1200,1510,106.4,1248,1219.2,107.95,0,191,0,1359,2,N/A,N/A,N/A,N/A,N/A,48,1422.4,44,1+1/2,,320,,1+5/8,39,537,426,1518,1219,48,1225.55,11.1125,0,106.4,0,0,0,0,170.85,,,0,1200.2,9.5,holes,dia,37.5*,23*
50,1250,1570,109.6,1302,1270,,,202,,1410,2,N/A,N/A,N/A,N/A,N/A,50,1479.6,44,1+3/4,,335,,1+7/8,45,576,,1685,,,,,,109.6,,,,,254.84,,,0,1251,9.5,holes,dia,37.5*,23*
52,1300,1625,114.3,1353,1320.8,,,208,,1461,2,N/A,N/A,N/A,N/A,N/A,52,1536.7,44,1+3/4,,350,,1+7/8,45,639,,1885,,,,,,114.3,,,,,259.86,,,0,1301.8,9.5,holes,dia,37.5*,23*
54,1350,1685,119.1,1403,1371.6,,,214,,1511,2,N/A,N/A,N/A,N/A,N/A,54,1593.8,44,1+3/4,,355,,1+7/8,45,718,,2104,,,,,,119.1,,,,,264.83,,,0,1352.6,9.5,holes,dia,37.5*,23*
56,1400,1745,122.3,1457,1422.4,,,227,,1575,2,N/A,N/A,N/A,N/A,N/A,56,1651,48,1+3/4,,360,,1+7/8,45,798,,2327,,,,,,122.3,,,,,294.38,,,0,1403.4,9.5,holes,dia,37.5*,23*
58,1450,1805,127,1508,1473.2,,,233,,1626,2,N/A,N/A,N/A,N/A,N/A,58,1708.2,48,1+3/4,,375,,1+7/8,45,868,,2574,,,,,,127,,,,,297.12,,,0,1454.2,9.5,holes,dia,37.5*,23*
60,1500,1855,130.2,1559,1524,,,238,,1676,2,N/A,N/A,N/A,N/A,N/A,60,1759,52,1+3/4,,380,,1+7/8,45,927,,2791,,,,,,130.2,,,,,327.8,,,0,1505,9.5,holes,dia,37.5*,23*
