5,2,3,4,5
Profils ipn,Profils ipn,thp 6000,thp 6000,thp 6000
in,mm,a,c,wt
0+1/8,3,28.575,0,0
0+1/4,6,19.05,11.0998,0.06
0+3/8,10,28.575,14.6812,0.06
0+1/2,15,31.75,18.2372,0.12
0+3/4,20,36.7665,23.4188,0.17
1,25,39.6875,29.3624,0.33
1+1/4,32,41.275,38.1,0.43
1+1/2,40,42.8625,44.0436,0.74
2,50,52.3875,56.3372,0.75
