5,2,3,4,5
in,mm,xxs-a,xxs-c,xxs-wtkg
0+1/4,6,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A
0+1/2,15,28.575,6.4008,0.104545455
0+3/4,20,31.75,11.0236,0.295454545
1,25,38.1,15.2146,0.354545455
1+1/4,32,44.45,22.7584,0.354545455
1+1/2,40,50.8,27.94,0.134297521
2,50,55.5625,38.1762,0.161157025
2+1/2,60,61.9125,44.9834,0.527272727
3,80,73.025,58.42,0.727272727
3+1/2,90,N/A,69.2912,N/A
4,100,84.1375,80.0608,5
5,130,93.6625,103.2002,5.75
6,150,104.775,124.3838,14.97272727
