4,2,3,4
pipet,pipet,sock elb e,
in,mm,9000,wtkg
0+1/8,3,N/A,1.8
0+1/4,6,N/A,3.4425
0+3/8,10,N/A,3.465
0+1/2,15,44.45,3.4875
0+3/4,20,52.3875,3.645
1,25,60.325,3.7125
1+1/4,32,68.2625,4.095
1+1/2,40,71.4375,4.275
2,50,88.9,4.5
