4,2,3,4
pipet,pipet,thd elb e 9000,
in,mm,9000,wtkg
0+1/8,3,N/A,1.8
0+1/4,6,N/A,3.4425
0+3/8,10,N/A,3.465
0+1/2,15,44.45,3.4875
0+3/4,20,55.5625,3.645
1,25,61.9125,3.7125
1+1/4,32,69.85,4.095
1+1/2,40,76.2,4.275
2,50,93.6625,4.5
