5,2,3,4,5
in,mm,160-a,160-c,160-wtkg
0+1/4,6,N/A,N/A,N/A
0+3/8,10,N/A,N/A,N/A
0+1/2,15,28.575,11.7856,0.109090909
0+3/4,20,31.75,15.5448,0.177272727
1,25,38.1,20.701,0.281818182
1+1/4,32,44.45,29.464,0.527272727
1+1/2,40,50.8,33.9852,0.818181818
2,50,55.5625,42.9006,1.040909091
2+1/2,60,61.9125,53.975,1.372727273
3,80,73.025,66.6496,2.881818182
3+1/2,90,N/A,N/A,N/A
4,100,84.1375,87.3252,4.518181818
5,130,93.6625,109.5502,5.75
6,150,104.775,131.7498,11.47727273
