47,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
nb,nb,od,thickness,hub-x,hub-a,thd thk,lapped thk,wn thk,lapped id,rf dia,rf height,rtj rf dia,rtj rf height,ring no,dist betwn flgs,socket depth,nb,pcd,no of bolts,bolt size unc,c bolt length,rf sb length,rtj sb len,hole size,iso sb size,wn kg,so kg,bld kg,spa,nb,so bore,hub rad,lapped rad,bld thk,rtj dia,rtj depth,rtj width,rtj root rad,bolts wt rf,bolts wt rtj,Orif hole dia,RTK HOLE DIA,bore1,bore2,thread len,counter b
1,25,150,38.1,52,33.5,N/A,N/A,83,N/A,50.8,7,N/A,6.35,16,4,N/A,1,101.6,4,0+7/8,N/A,150,160,1,24,5.4,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,50.8,6.35,8.74,N/A,3.48705792,3.77644032,6.4,25.5,N/A,N/A,N/A,N/A
1+1/2,40,180,38.1,70,48.3,N/A,N/A,89,N/A,73,7,N/A,6.35,20,4,N/A,1+1/2,123.8,4,1,N/A,160,165,1+1/8,27,7.8,N/A,N/A,N/A,1+1/2,N/A,N/A,N/A,N/A,68.27,6.35,8.74,N/A,4.06,4.13,6.4,28.575,N/A,N/A,N/A,N/A
2,50,215,38.1,105,60.3,N/A,N/A,102,N/A,92.1,7,N/A,7.92,24,3,N/A,2,165.1,8,0+7/8,N/A,150,165,1,24,11.5,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,95.25,7.92,11.91,N/A,5.76,6.12,6.4,25.4,N/A,N/A,N/A,N/A
2+1/2,65,245,41.3,124,73,N/A,N/A,105,N/A,104.8,7,N/A,7.92,27,3,N/A,2+1/2,190.5,8,1,N/A,165,180,1+1/8,27,15.8,N/A,N/A,N/A,2+1/2,N/A,N/A,N/A,N/A,107.95,7.92,11.91,N/A,8.27,8.74,6.4,28.575,N/A,N/A,N/A,N/A
3,80,265,47.7,133,88.9,N/A,N/A,117,N/A,127,7,N/A,7.92,35,3,N/A,3,203.2,8,1+1/8,N/A,185,185,1+1/4,30,22,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,136.53,7.92,11.91,N/A,11.43,11.43,9.5,31.75,N/A,N/A,N/A,N/A
4,100,310,54,162,114.3,N/A,N/A,124,N/A,157.2,7,N/A,7.92,39,3,N/A,4,241.3,8,1+1/4,N/A,205,215,1+3/8,33,22,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,161.93,7.92,11.91,N/A,15.17,15.64,12.7,34.925,N/A,N/A,N/A,N/A
6,150,395,82.6,229,168.3,N/A,N/A,171,N/A,215.9,7,N/A,9.52,46,3,N/A,6,317.5,12,1+3/8,N/A,265,280,1+1/2,36,70,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,211.14,9.52,13.49,N/A,34.04,35.31,12.7,38.1,N/A,N/A,N/A,N/A
8,200,485,92.1,292,219.1,N/A,N/A,213,N/A,269.9,7,N/A,11.13,50,4,N/A,8,393.7,12,1+5/8,N/A,300,310,1+3/4,42,119,N/A,N/A,N/A,8,N/A,N/A,N/A,N/A,269.88,11.13,16.66,N/A,54.57,55.76,12.7,44.45,N/A,N/A,N/A,N/A
10,250,585,108,368,273,N/A,N/A,254,N/A,323.8,7,N/A,11.13,54,4,N/A,10,482.6,12,1+7/8,N/A,345,355,2,48,204,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,323.85,11.13,16.66,N/A,82.81,84.36,12.7,50.8,N/A,N/A,N/A,N/A
12,300,675,123.9,451,323.8,N/A,N/A,283,N/A,381,7,N/A,14.27,58,5,N/A,12,571.5,16,2,N/A,380,400,2+1/8,52,303,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,381,14.27,23.01,N/A,140.67,145.59,12.7,53.975,N/A,N/A,N/A,N/A
14,350,750,133.4,495,355.6,,N/A,298,N/A,412.8,7,N/A,15.88,63,6,N/A,14,635,16,2+1/4,N/A,415,445,2+3/8,56,400,N/A,N/A,N/A,14,N/A,N/A,N/A,N/A,419.1,15.88,26.97,N/A,172.7,181.1,12.7,60.325,N/A,N/A,N/A,N/A
16,400,825,146.1,552,406.4,,N/A,311,N/A,469.9,7,N/A,17.48,67,8,N/A,16,704.8,16,2+1/2,N/A,450,485,2+5/8,64,510,N/A,N/A,N/A,16,N/A,N/A,N/A,N/A,469.9,17.48,30.18,N/A,244.86,257.8,12.7,66.675,N/A,N/A,N/A,N/A
18,450,915,162,597,457.2,,N/A,327,N/A,533.4,7,N/A,17.48,71,8,N/A,18,774.7,16,2+3/4,N/A,500,535,2+7/8,72,738,N/A,N/A,N/A,18,N/A,N/A,N/A,N/A,533.4,17.48,30.18,N/A,340.63,357.12,12.7,73.025,N/A,N/A,N/A,N/A
20,500,985,177.8,641,508,,N/A,356,N/A,584.2,7,N/A,17.48,75,10,N/A,20,831.8,16,3,N/A,545,570,3+1/8,76,932,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,584.2,17.48,33.32,N/A,411.51,424.8,12.7,79.375,N/A,N/A,N/A,N/A
24,600,1170,203.2,762,609.6,,N/A,406,N/A,692.2,7,N/A,20.62,79,11,N/A,24,990.6,16,3+1/2,N/A,620,660,3+5/8,90,1511,N/A,N/A,N/A,24,N/A,N/A,N/A,N/A,692.15,20.62,36.53,N/A,650.24,679.67,12.7,92.075,N/A,N/A,N/A,N/A
